Nom de la gare,Commune,Latitude,Longitude
Gare de Chagny,CHAGNY,46.90748655578193,4.748453193367109
Gare de Vesoul,VESOUL,47.61752703527606,6.152073277180682
Gare de Besançon-Franche-Comté,LES AUXONS,47.30876474795409,5.956208298209646
Gare de Vitré,VITRE,48.12252933513193,-1.212365535123974
Gare de Montauban-de-Bretagne,MONTAUBAN-DE-BRETAGNE,48.19003805004627,-2.052807491308817
Gare de Messac-Guipry,GUIPRY-MESSAC,47.82231315304846,-1.818552894324703
Gare de Vannes,VANNES,47.66520979265519,-2.752403881216251
Gare de Redon,ENSUES-LA-REDONNE,43.33435329028057,5.197596789801643
Gare de Beslé,GUEMENE-PENFAO,47.69932007739704,-1.870113281883948
Gare de Quimper,QUIMPER,47.9948237414113,-4.092232861763613
Gare de Rosporden,ROSPORDEN,47.96043275687294,-3.832439579925806
Gare de Brest,BREST,48.3879297952412,-4.479243011743669
Gare de Morlaix,MORLAIX,48.577981731174525,-3.832477837161316
Gare de Landerneau,LANDERNEAU,48.45374715117324,-4.256576427625531
Gare de La Forest,LA FOREST-LANDERNEAU,48.42635046201861,-4.307191186412101
Gare de Lannion,LANNION,48.72722615858606,-3.460362272489274
Gare de Guingamp,GUINGAMP,48.55551057499482,-3.143272301851309
Gare de Carhaix,CARHAIX-PLOUGUER,48.27645974077854,-3.563916929202896
Gare de Port-de-Piles,LA CELLE-SAINT-AVANT,47.01026205394025,0.5986678528766
Gare de Châteauroux,CHATEAUROUX,46.810961807288315,1.703183637265524
Gare de Toury,TOURY,48.19237858487703,1.939384579321158
Gare de Port-Boulet,CHOUZE-SUR-LOIRE,47.24866027519581,0.155650519136053
Gare de Château-Gaillard,SANTILLY,48.140442250309974,1.912264497709663
Gare de La Verrière,LA VERRIERE,48.75545694012282,1.94386690800612
Gare de Versailles-Chantiers,VERSAILLES,48.79551512858427,2.136152834267719
Gare de Givet,GIVET,50.14091292925688,4.817813644678012
Gare de Nouzonville,NOUZONVILLE,49.81253486383028,4.742258644137013
Gare de Sedan,SEDAN,49.69486281823431,4.930282526719133
Gare de Rethel,RETHEL,49.50463379393168,4.370261280952036
Gare de Laon,CHIVRES-EN-LAONNOIS,49.6374775282422,3.841926936066483
Gare de Château-Thierry,CHATEAU-THIERRY,49.03782614971172,3.409738322821553
Gare de Dormans,DORMANS,49.079124214613664,3.641732540154304
Gare de Epernay,EPERNAY,49.04641786994185,3.960087913233235
Gare de Culmont-Chalindrey,CHALINDREY,47.80846651260561,5.445906370699546
Gare de Cerbère,CERBERE,42.44222906253806,3.164658104570377
Gare de Le Grau-du-Roi,LE GRAU-DU-ROI,43.53706983053373,4.140573057483806
Gare de Vauvert,VAUVERT,43.69506047010821,4.270078432371114
Gare de Castelnaudary,CASTELNAUDARY,43.31204447696695,1.951212109755117
Gare de Génolhac,GENOLHAC,44.34727687339248,3.95165351149943
Gare de Limoges-Bénédictins,LIMOGES,45.83756066577441,1.269103246802025
Gare de Le Dorat,LE DORAT,46.21097510473997,1.079358669207679
Gare de Saillat-Chassenon,SAILLAT-SUR-VIENNE,45.86954035138914,0.811741675479887
Pompadour,MAISONS-ALFORT,48.78937656944345,2.431870867939859
Gare de Nexon,NEXON,45.68907647955986,1.178309543374612
Gare de Objat,OBJAT,45.26471287539302,1.406828483895449
Gare de Pont-St-Vincent,PONT-SAINT-VINCENT,48.60210347594136,6.103442518555855
Gare de Baroncourt,DOMMARY-BARONCOURT,49.27994118456005,5.70521469970164
Gare de Hagondange,MONDELANGE,49.25530911597803,6.164236514687637
Gare de Liverdun,LIVERDUN,48.749287127156066,6.061793518753852
Gare de Rodez,RODEZ,44.36265275693039,2.580264604321567
Gare de Castres,CASTRES,43.599117635871735,2.231152059073858
Gare de Tessonnières,GAILLAC,43.92872774567249,1.937882599131063
Gare de Auch,LE PARCQ,50.39244422062563,2.089690868436807
Gare de Colomiers,COLOMIERS,43.61645499022699,1.314098348719947
Gare de Montauban-Ville-Bourbon,MONTAUBAN,44.014195331668475,1.341127241507155
Gare de Cahors,CAHORS,44.448526304213885,1.432889963232879
Gare de Boussens,BOUSSENS,43.1790743815484,0.97176452643156
Gare de Valenciennes,VALENCIENNES,50.3659654003862,3.518515366298679
Gare de Jeumont,JEUMONT,50.296319092273265,4.086856778953874
Gare de Dunkerque,DUNKERQUE,51.034645417513985,2.364678910284624
Gare de La Rochelle-Ville,LA ROCHELLE,46.15542617140306,-1.140831956307869
Gare de Angers-St-Laud,ANGERS,47.46436992000471,-0.556795220842896
Gare de Sablé-sur-Sarthe,SABLE-SUR-SARTHE,47.84190816391401,-0.342065559620856
Gare de Connerré-Beillé,BEILLE,48.07384329531561,0.486966663978344
Gare de Laval,LAVAL,48.07634359710921,-0.760858912745977
Gare de Persan-Beaumont,PERSAN,49.14827872914821,2.2787859638815
Gare de Abancourt,ABANCOURT,49.68552581891906,1.774495414204267
Gare de Angoulême,ANGOULEME,45.65364279345685,0.16414524722233
Gare de Saintes,SAINTES,45.74784035534782,-0.617587884909049
Gare de Rochefort,ROCHEFORT,45.94746632056426,-0.963548062025048
Gare de St-Mariens-St-Yzan,SAINT-YZAN-DE-SOUDIAC,45.13925731428566,-0.391511404296322
Gare de Royan,ROYAN,45.625725605213496,-1.016368194834231
Gare de Toulon,TOULON,43.12858683541123,5.929717733657508
Gare de St-Raphaël-Valescure,SAINT-RAPHAEL,43.42366684812933,6.769239761566718
Gare de Sospel,SOSPEL,43.876482570997105,7.453890137493691
Gare de Miramas,MIRAMAS,43.58092507982593,4.999682893584165
Gare de Gardanne,GARDANNE,43.456060550262265,5.463066937600604
Gare de Sisteron,SISTERON,44.189706319323065,5.947047136823874
Gare de Martigues,MARTIGUES,43.38757957683079,5.02505864722024
Gare de Chedde,PASSY,45.92632023306807,6.719875125684913
Gare de Krimmeri-Meinau,STRASBOURG,48.56391789468617,7.752139972162632
Gare de Obernai,OBERNAI,48.462123658357406,7.48911643635272
Gare de Willer-sur-Thur,WILLER-SUR-THUR,47.84285171581116,7.069077935970574
Gare de Champagne-Ardenne,BEZANNES,49.21368002011414,3.995694331850647
Gare de Béthune,BETHUNE,50.52096325189027,2.640474750045827
Gare de Tourcoing,TOURCOING,50.71667041877195,3.168343953703257
Gare de Clermont-de-l'Oise,CLERMONT,49.38565247605914,2.417217353304942
Gare de Crépy-en-Valois,CREPY-EN-VALOIS,49.2311545881536,2.888407747778651
Gare de Vernon-Giverny,VERNON,49.09116847125959,1.478464031558935
Gare de Oissel,TOURVILLE-LA-RIVIERE,49.33119425728721,1.102929525618696
Gare de Montivilliers,MONTIVILLIERS,49.54285747182162,0.189389053119932
Gare de Rolleville,ROLLEVILLE,49.58159247227933,0.216204124828113
Gare de Elbeuf-St-Aubin,SAINT-AUBIN-LES-ELBEUF,49.30276778901842,1.010400781169662
Gare de Yvetot,YVETOT,49.62220857990937,0.750127475011409
Gare de Bueil,BUEIL,48.92525667181215,1.443548500372645
Gare de St-Lô,SAINT-LO,49.11459815333768,-1.102947178681673
Gare de Montreuil-sur-Ille,MONTREUIL-SUR-ILLE,48.30717693651349,-1.674339055361978
Gare de St-Malo,SAINT-MALO,48.6465302973296,-2.004051313466777
Gare de Plouaret-Trégor,PLOUARET,48.60650640608806,-3.470755997826093
Gare de Callac,CALLAC,48.40682753963829,-3.418548488597128
Gare de Paimpol,PAIMPOL,48.77663514565281,-3.046020468525522
Gare de La Brohinière,MONTAUBAN-DE-BRETAGNE,48.21346883098549,-2.110477930274493
Gare de Le Croisic,LE CROISIC,47.28976224201512,-2.506895318720328
Gare de St-Nazaire,SAINT-HILAIRE-DU-ROSIER,45.07152379259458,5.243897687873892
Gare de Savenay,SAVENAY,47.36010266399474,-1.955747890137427
Gare de Les Sables-d'Olonne,LES SABLES-D'OLONNE,46.500180558548664,-1.781633342822514
Gare de Chantonnay,CHANTONNAY,46.689994258210525,-1.054627026221548
Gare de Ste-Pazanne,SAINTE-PAZANNE,47.10556403817486,-1.813772952906982
Gare de Pornic,PORNICHET,47.27066127767772,-2.344704844934861
Gare de Ancenis,ANCENIS-SAINT-GEREON,47.36947278885225,-1.177773136553876
Gare de Nort-sur-Erdre,NORT-SUR-ERDRE,47.44185260156143,-1.503440199165114
Gare de Reignac,REIGNAC-SUR-INDRE,47.21779355348433,0.901297777319716
Gare de Voves,LES VILLAGES VOVEENS,48.27526357999237,1.622213913307437
Gare de Bléré-la-Croix,LA CROIX-EN-TOURAINE,47.33784724899481,0.987842992120873
Gare de St-Aignan-Noyers,NOYERS-SUR-CHER,47.286872202760776,1.383978378399166
Gare de Coutras,COUTRAS,45.03671730971117,-0.13140472065511
Gare de Mussidan,SAINT-MEDARD-DE-MUSSIDAN,45.03454481999586,0.353907886033932
Gare de Le Buisson,LE BUISSON-DE-CADOUIN,44.848771810933265,0.902142866488522
Gare de Pessac,PESSAC,44.80432882276649,-0.631981201223286
Gare de Macau,MACAU,45.00404192885203,-0.619909739661089
Gare de Marmande,MARMANDE,44.503203095516575,0.168080472582615
Gare de St-Junien,SAINT-JUNIEN,45.88137862112438,0.900404655614266
Gare de La Souterraine,LA SOUTERRAINE,46.241740737278604,1.490691444529265
Gare de Carmaux,CARMAUX,44.04885485361095,2.151892510951
Gare de Durtol-Nohanent,DURTOL,45.79465429106325,3.048818419999533
Gare de St-Germain-des-Fossés,SAINT-GERMAIN-DES-FOSSES,46.20901169096101,3.430507768733191
Gare de Le Lioran,LAVEISSIERE,45.090485050509,2.753676794404809
Gare de Lunel,LUNEL-VIEL,43.68112696285351,4.09361390027053
Gare de Sète,SETE,43.41348039972712,3.69976108664808
Gare de Orange,ORANGE,44.1374468337854,4.819662378820437
Gare de Avignon-TGV,AVIGNON,43.92185220386844,4.785988680479314
Gare de Carpentras,CARPENTRAS,44.050358759227,5.043626074852461
Gare de Cavaillon,CAVAILLON,43.82538806376789,5.046659091199488
Gare de Manosque-Gréoux,MANOSQUE,43.822739899302086,5.793010163891369
Gare de Aubagne,AUBAGNE,43.29621661369681,5.566716479321149
Gare de Marseille-Blancarde,MARSEILLE,43.29645454944402,5.407094172823087
Gare de Antibes,ANTIBES,43.585886664132175,7.119225384209233
Gare de Hyères,HYERES,43.10866063770032,6.124240371340878
Gare de Carnoules,CARNOULES,43.29747018644669,6.186694957665186
Gare de St-Marcellin,SAINT-MARCELLIN,45.15080169096363,5.323719250144489
Gare de Pierrelatte,PIERRELATTE,44.37464620538406,4.703944257544838
Gare de Roanne,ROANNE,46.03936961727752,4.06306753627084
Gare de Vienne,SAINT-ROMAIN-EN-GAL,45.52736492019606,4.864695170835149
Gare de Sathonay-Rillieux,SATHONAY-CAMP,45.82260534853966,4.878429559171022
Gare de Bas-Monistrol,BAS-EN-BASSET,45.29721132548249,4.139526499087438
Gare de Lyon-St-Paul,LYON,45.766349841169024,4.825581871273259
Gare de L'Arbresle,EVEUX,45.83331945489083,4.619148264726182
Gare de Tassin,TASSIN-LA-DEMI-LUNE,45.761757577392295,4.758652724434787
Gare de Brignais,BRIGNAIS,45.67371529480868,4.763849125047894
Gare de Chalon-sur-Saône,CHALON-SUR-SAONE,46.781625751008704,4.842615253494189
