1.75,1.75,0.0,1.75,12.28,0.0,0.0,5.26,8.77,1.75,1.75,0.0,3.51,5.26,5.26,1.75,0.0,10.53,5.26,10.53,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0
7.14,2.38,0.0,4.76,16.67,7.14,0.0,0.0,7.14,0.0,2.38,0.0,2.38,7.14,0.0,2.38,0.0,2.38,4.76,9.52,2.38,0.0,2.38,0.0,0.0,2.38,0.0,0.0,0.0,0.0
5.26,2.63,5.26,2.63,10.53,0.0,0.0,5.26,13.16,0.0,0.0,5.26,5.26,10.53,2.63,0.0,0.0,2.63,5.26,5.26,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8,2.53,0.0,5.06,12.66,1.27,3.8,2.53,7.59,0.0,1.27,0.0,3.8,10.13,0.0,0.0,0.0,6.33,3.8,5.06,3.8,0.0,3.8,0.0,0.0,1.27,0.0,0.0,0.0,0.0
8.51,2.13,2.13,2.13,10.64,2.13,0.0,2.13,6.38,0.0,4.26,2.13,0.0,6.38,2.13,2.13,2.13,8.51,4.26,6.38,4.26,0.0,2.13,0.0,0.0,2.13,0.0,0.0,0.0,0.0
5.49,1.1,2.2,1.1,10.99,0.0,8.79,0.0,12.09,0.0,2.2,1.1,1.1,12.09,0.0,0.0,0.0,3.3,7.69,6.59,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0
3.09,2.06,0.0,7.22,20.62,1.03,2.06,3.09,9.28,0.0,0.0,0.0,2.06,13.4,2.06,0.0,0.0,3.09,7.22,5.15,1.03,0.0,1.03,0.0,0.0,1.03,0.0,0.0,0.0,0.0
4.08,2.04,2.04,6.12,18.37,0.0,2.04,2.04,12.24,0.0,4.08,2.04,0.0,6.12,4.08,0.0,0.0,10.2,6.12,8.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.42,1.83,0.92,5.5,14.68,0.92,3.67,0.0,2.75,0.0,2.75,1.83,3.67,12.84,0.92,0.0,0.0,4.59,6.42,4.59,4.59,0.0,0.92,0.0,0.0,2.75,0.0,0.0,0.0,0.0
0.0,1.49,0.0,2.99,23.88,2.99,2.99,1.49,5.97,0.0,0.0,2.99,1.49,11.94,0.0,1.49,0.0,2.99,7.46,4.48,4.48,0.0,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,3.33,3.33,1.67,13.33,1.67,3.33,6.67,6.67,0.0,0.0,0.0,3.33,6.67,1.67,0.0,0.0,5.0,6.67,8.33,1.67,1.67,0.0,0.0,0.0,3.33,0.0,0.0,0.0,0.0
2.65,1.77,1.77,3.54,15.93,0.88,4.42,3.54,9.73,0.0,0.88,0.88,0.0,10.62,1.77,0.88,0.0,6.19,5.31,4.42,5.31,0.88,0.0,0.0,0.0,1.77,0.0,0.0,0.0,0.0
2.94,1.47,2.94,2.94,14.71,1.47,0.0,2.94,7.35,0.0,1.47,1.47,0.0,7.35,1.47,1.47,0.0,11.76,5.88,4.41,2.94,2.94,2.94,0.0,0.0,1.47,0.0,0.0,0.0,0.0
4.0,4.0,4.0,4.0,18.0,2.0,2.0,4.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
3.08,1.54,3.08,1.54,16.92,4.62,0.0,4.62,9.23,0.0,1.54,3.08,1.54,9.23,0.0,0.0,0.0,4.62,4.62,4.62,4.62,0.0,1.54,0.0,0.0,3.08,0.0,0.0,0.0,0.0
7.21,2.7,0.9,6.31,16.22,0.9,2.7,0.9,6.31,0.0,0.9,3.6,2.7,5.41,0.9,0.0,0.0,8.11,7.21,9.01,1.8,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.96,1.96,0.0,1.96,15.69,0.0,1.96,3.92,11.76,0.0,0.0,0.0,3.92,9.8,1.96,0.0,0.0,3.92,13.73,1.96,0.0,1.96,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9,0.0,3.9,5.19,18.18,1.3,0.0,3.9,12.99,0.0,1.3,5.19,0.0,7.79,0.0,0.0,0.0,7.79,3.9,5.19,1.3,0.0,2.6,0.0,0.0,1.3,0.0,0.0,0.0,0.0
4.08,2.04,2.04,6.12,16.33,2.04,0.0,6.12,6.12,0.0,2.04,2.04,0.0,8.16,2.04,0.0,0.0,6.12,10.2,4.08,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.35,0.0,2.9,4.35,13.04,1.45,5.8,4.35,4.35,1.45,1.45,4.35,2.9,7.25,0.0,0.0,0.0,4.35,5.8,4.35,8.7,1.45,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.17,3.45,1.72,0.0,18.97,3.45,3.45,5.17,8.62,0.0,0.0,1.72,1.72,13.79,0.0,0.0,0.0,6.9,5.17,1.72,1.72,0.0,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.39,0.0,2.78,2.78,13.89,0.0,2.78,2.78,8.33,0.0,4.17,2.78,4.17,5.56,2.78,0.0,0.0,6.94,9.72,8.33,1.39,0.0,0.0,0.0,0.0,1.39,0.0,0.0,0.0,0.0
2.7,1.35,4.05,4.05,14.86,1.35,1.35,2.7,5.41,0.0,1.35,6.76,0.0,9.46,2.7,1.35,0.0,5.41,2.7,4.05,2.7,0.0,0.0,0.0,1.35,1.35,0.0,0.0,0.0,0.0
5.97,2.99,1.49,4.48,16.42,0.0,4.48,5.97,1.49,0.0,1.49,2.99,1.49,2.99,4.48,0.0,0.0,5.97,5.97,7.46,2.99,0.0,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
