1.54,1.54,3.08,0.0,15.38,0.0,0.0,1.54,4.62,1.54,0.0,1.54,4.62,6.15,7.69,1.54,0.0,6.15,4.62,10.77,1.54,1.54,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0
2.78,0.0,2.78,2.78,19.44,0.0,0.0,0.0,5.56,0.0,0.0,2.78,0.0,2.78,0.0,0.0,0.0,0.0,5.56,13.89,11.11,2.78,0.0,5.56,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.7,0.0,2.7,13.51,0.0,0.0,0.0,8.11,0.0,0.0,5.41,5.41,5.41,5.41,5.41,0.0,0.0,10.81,2.7,5.41,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,10.0,1.67,1.67,0.0,5.0,0.0,0.0,6.67,5.0,8.33,6.67,1.67,0.0,5.0,5.0,3.33,8.33,1.67,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0
9.26,1.85,7.41,0.0,12.96,1.85,0.0,0.0,5.56,0.0,0.0,3.7,0.0,5.56,1.85,1.85,3.7,3.7,5.56,9.26,5.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.71,2.86,0.0,1.43,18.57,0.0,0.0,2.86,2.86,0.0,0.0,0.0,4.29,5.71,1.43,0.0,0.0,1.43,14.29,4.29,8.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9,0.0,5.19,5.19,12.99,0.0,0.0,0.0,2.6,0.0,0.0,6.49,5.19,7.79,5.19,1.3,0.0,2.6,5.19,5.19,7.79,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
10.53,0.0,5.26,2.63,13.16,0.0,2.63,2.63,5.26,0.0,0.0,2.63,2.63,7.89,2.63,0.0,0.0,5.26,0.0,7.89,5.26,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.49,0.0,4.49,2.25,15.73,1.12,0.0,0.0,10.11,0.0,0.0,1.12,2.25,8.99,2.25,6.74,0.0,6.74,1.12,5.62,4.49,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.25,0.0,4.69,1.56,12.5,1.56,1.56,0.0,3.12,0.0,0.0,3.12,4.69,12.5,6.25,1.56,0.0,4.69,6.25,6.25,4.69,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.52,0.0,2.17,4.35,10.87,2.17,2.17,0.0,10.87,0.0,0.0,6.52,2.17,2.17,2.17,4.35,0.0,4.35,8.7,2.17,2.17,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17
2.3,1.15,5.75,4.6,10.34,1.15,0.0,1.15,8.05,1.15,0.0,1.15,0.0,10.34,8.05,2.3,0.0,5.75,5.75,5.75,3.45,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0
6.41,0.0,2.56,1.28,10.26,0.0,0.0,1.28,6.41,0.0,0.0,5.13,5.13,8.97,2.56,1.28,0.0,6.41,8.97,6.41,2.56,1.28,0.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0
2.17,0.0,2.17,2.17,15.22,0.0,2.17,2.17,8.7,0.0,0.0,4.35,4.35,6.52,4.35,2.17,0.0,4.35,4.35,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,2.0,24.0,4.0,2.0,0.0,6.0,2.0,0.0,4.0,6.0,2.0,2.0,4.0,0.0,8.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.17,1.23,2.47,3.7,9.88,0.0,1.23,0.0,6.17,0.0,0.0,3.7,1.23,7.41,7.41,4.94,1.23,8.64,3.7,3.7,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.85,1.92,1.92,1.92,11.54,1.92,0.0,0.0,5.77,0.0,0.0,0.0,1.92,13.46,5.77,0.0,1.92,5.77,9.62,5.77,5.77,1.92,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0
6.85,0.0,8.22,2.74,16.44,4.11,0.0,4.11,10.96,0.0,0.0,5.48,1.37,2.74,0.0,2.74,0.0,9.59,2.74,2.74,1.37,0.0,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0
8.89,0.0,2.22,6.67,13.33,0.0,0.0,0.0,6.67,0.0,0.0,8.89,0.0,6.67,2.22,0.0,0.0,0.0,15.56,4.44,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.33,1.33,5.33,4.0,10.67,1.33,0.0,0.0,9.33,0.0,0.0,1.33,6.67,10.67,8.0,2.67,0.0,2.67,2.67,5.33,2.67,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0
8.57,0.0,0.0,5.71,14.29,0.0,0.0,0.0,5.71,0.0,0.0,5.71,8.57,2.86,2.86,0.0,0.0,14.29,2.86,2.86,5.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.72,1.72,18.97,3.45,0.0,0.0,5.17,0.0,0.0,3.45,0.0,6.9,5.17,1.72,3.45,0.0,3.45,6.9,10.34,1.72,0.0,3.45,1.72,1.72,0.0,0.0,0.0,0.0
4.0,0.0,6.67,1.33,12.0,0.0,1.33,2.67,2.67,0.0,0.0,8.0,0.0,6.67,6.67,4.0,0.0,5.33,6.67,5.33,5.33,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0
